Institute,Academic Program Name,quota,seat type,Gender,opening rank,closing rank
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.)) ",OS ,SC ,Gender-Neutral ,2939,3568
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.)) ",OS ,ST ,Gender-Neutral ,2065,2065
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,22822,38329
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology) ",HS ,EWS ,Gender-Neutral ,14767,18568
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,8520,12275
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology) ",OS ,OPEN ,Gender-Neutral ,21167,26284
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology) ",OS ,OPEN (PwD) ,Gender-Neutral ,1215,1747
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology) ",OS ,EWS ,Gender-Neutral ,4153,4545
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology) ",OS ,SC ,Gender-Neutral ,3968,5595
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology) ",OS ,ST ,Gender-Neutral ,2698,2985
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,16734,28220
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",HS ,EWS ,Gender-Neutral ,9620,13180
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,5091,8000
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",OS ,OPEN ,Gender-Neutral ,10301,18425
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",OS ,OPEN (PwD) ,Gender-Neutral ,1294,1406
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",OS ,EWS ,Gender-Neutral ,2852,3104
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",OS ,EWS (PwD) ,Gender-Neutral ,390,390
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",OS ,SC ,Gender-Neutral ,3789,4914
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",OS ,ST ,Gender-Neutral ,2286,2526
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,24461,30755
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) ",HS ,EWS ,Gender-Neutral ,13305,13305
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,8671,9451
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) ",OS ,OPEN ,Gender-Neutral ,17267,19765
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) ",OS ,EWS ,Gender-Neutral ,3291,3467
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) ",OS ,SC ,Gender-Neutral ,4920,4981
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) ",OS ,ST ,Gender-Neutral ,3038,3038
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,16117,21962
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology) ",HS ,EWS ,Gender-Neutral ,10478,10478
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,8200,9452
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology) ",OS ,OPEN ,Gender-Neutral ,13578,14836
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology) ",OS ,EWS ,Gender-Neutral ,2379,2514
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology) ",OS ,SC ,Gender-Neutral ,3754,3977
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology) ",OS ,ST ,Gender-Neutral ,2478,2478
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,38352,51205
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology) ",HS ,EWS ,Gender-Neutral ,18895,22566
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,10343,16515
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology) ",OS ,OPEN ,Gender-Neutral ,26661,35293
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology) ",OS ,OPEN (PwD) ,Gender-Neutral ,2214,2648
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology) ",OS ,EWS ,Gender-Neutral ,5902,6259
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology) ",OS ,SC ,Gender-Neutral ,6073,7331
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology) ",OS ,ST ,Gender-Neutral ,3252,3313
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,45836,78634
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ",HS ,EWS ,Gender-Neutral ,40444,78607
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,15363,21412
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ",OS ,OPEN ,Gender-Neutral ,31093,49158
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ",OS ,OPEN (PwD) ,Gender-Neutral ,2702,2702
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ",OS ,EWS ,Gender-Neutral ,8480,8587
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ",OS ,SC ,Gender-Neutral ,8773,9269
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ",OS ,ST ,Gender-Neutral ,3524,3524
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,43358,66648
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology) ",HS ,EWS ,Gender-Neutral ,55578,67000
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,13386,20672
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology) ",OS ,OPEN ,Gender-Neutral ,35333,45682
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology) ",OS ,OPEN (PwD) ,Gender-Neutral ,2708,2708
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology) ",OS ,EWS ,Gender-Neutral ,7384,7476
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology) ",OS ,SC ,Gender-Neutral ,7661,8859
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology) ",OS ,ST ,Gender-Neutral ,3466,3466
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,7777,22669
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,75,75
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,3583,4260
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,7382,10003
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,322,322
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,3375,4379
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,314,314
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,1618,2165
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,17245,30508
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,561,561
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,4864,5891
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,10768,12811
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,431,431
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,5487,6032
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,215,215
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2774,3013
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,14037,30752
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1199,1199
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5092,5125
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,11972,12952
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,6205,7871
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,3504,3623
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,9913,26805
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,739,1050
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,4451,5038
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,7863,11724
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,476,476
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,3938,6632
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,327,327
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,1516,3067
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,29453,35997
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1301,1301
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5783,6203
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,14236,14591
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,6282,8479
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,3298,3944
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,27128,34295
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1145,1145
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5571,5923
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,12368,14152
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,6703,8029
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2106,3687
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,15711,30260
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1025,1025
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5164,5336
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,10621,13099
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,7196,7545
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2533,3326
"Central institute of Technology Kokrajar, Assam","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,55407,61195
"Central institute of Technology Kokrajar, Assam","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,65256,65256
"Central institute of Technology Kokrajar, Assam","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,19624,19624
"Central institute of Technology Kokrajar, Assam","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,10707,10707
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,39431,45771
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,52461,52461
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1831,1831
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,8667,8667
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,17649,17649
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,9791,9791
"Central institute of Technology Kokrajar, Assam","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,52952,53183
"Central institute of Technology Kokrajar, Assam","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,62582,62582
"Central institute of Technology Kokrajar, Assam","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,17142,17142
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,64498,64498
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,74229,74229
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,24275,24275
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,12214,12214
"Central institute of Technology Kokrajar, Assam","Instrumentation Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,60716,60716
"Central institute of Technology Kokrajar, Assam","Instrumentation Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,20323,20323
"Central institute of Technology Kokrajar, Assam","Instrumentation Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,5107,5107
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,40954,50252
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,9331,9331
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,16726,16726
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,974,974
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,9653,9653
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,49349,65544
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,2864,2864
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,10748,11339
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,20254,22136
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,1365,1365
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,5781,10646
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,4259,4620
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,233297,307262
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology) ",HS ,OBC-NCL ,Gender-Neutral ,109476,121966
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,38366,45440
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,31951,41122
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,6774,7233
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,363,363
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,13255,15763
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,7142,8790
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,212,212
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,3401,4099
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,59941,131743
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",HS ,EWS ,Gender-Neutral ,98897,98897
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",HS ,OBC-NCL ,Gender-Neutral ,43728,54099
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,14032,20773
"Puducherry Technological University, Puducherry","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,46036,46057
"Puducherry Technological University, Puducherry","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,7588,7588
"Puducherry Technological University, Puducherry","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,15379,17219
"Puducherry Technological University, Puducherry","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,9236,9236
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,33884,47053
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1584,1584
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,7729,8217
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,14436,16907
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,793,793
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,8601,9554
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,4063,4706
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,91456,172193
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",HS ,OBC-NCL ,Gender-Neutral ,58345,67771
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,25441,30924
"Puducherry Technological University, Puducherry","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,47804,47976
"Puducherry Technological University, Puducherry","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1648,1648
"Puducherry Technological University, Puducherry","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,16394,16394
"Puducherry Technological University, Puducherry","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,9853,9853
"Puducherry Technological University, Puducherry","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,4424,4424
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,40497,41776
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1508,1508
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,12574,15448
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,9091,9091
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,43730,58840
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,9760,11046
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,416,416
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,18114,20394
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,8205,10404
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,4529,5160
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology) ",HS ,OPEN ,Gender-Neutral ,224049,258509
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology) ",HS ,OBC-NCL ,Gender-Neutral ,91386,95237
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology) ",HS ,SC ,Gender-Neutral ,23971,35358
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,45393,53315
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,8985,8985
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,16746,18176
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,1207,1207
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,8919,9698
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,4524,4951
